,Light,Temperature,Humidity,Pressure,Altitude,SoilHum,Hour,Minute,Second,Day,Month,Year
41,35.00,27.31,48.98,959.55,457.00,648.00,16,37,31,11,8,2020
42,40.00,27.31,48.86,959.53,457.19,649.00,16,38,32,11,8,2020
43,40.00,27.31,48.61,959.60,456.60,647.00,16,39,32,11,8,2020
44,39.00,27.30,48.47,959.61,456.50,650.00,16,40,32,11,8,2020
45,39.00,27.30,48.72,959.57,456.79,648.00,16,41,32,11,8,2020
46,39.00,27.29,48.33,959.57,456.85,648.00,16,42,32,11,8,2020
47,33.00,27.28,48.38,959.62,456.36,649.00,16,43,33,11,8,2020
48,32.00,27.28,48.00,959.54,457.07,649.00,16,44,33,11,8,2020
49,35.00,27.27,47.72,959.53,457.15,648.00,16,45,33,11,8,2020
50,35.00,27.28,48.34,959.50,457.39,648.00,16,46,34,11,8,2020
51,35.00,27.28,48.17,959.54,457.12,647.00,16,47,34,11,8,2020
52,35.00,27.29,48.06,959.50,457.41,648.00,16,48,34,11,8,2020
53,35.00,27.28,48.33,959.50,457.43,648.00,16,49,34,11,8,2020
54,35.00,27.26,48.55,959.45,457.88,648.00,16,50,34,11,8,2020
55,35.00,27.27,48.12,959.49,457.54,647.00,16,51,34,11,8,2020
56,35.00,27.26,48.01,959.48,457.59,648.00,16,52,35,11,8,2020
57,35.00,27.26,47.35,959.45,457.83,647.00,16,53,35,11,8,2020
58,34.00,27.27,47.58,959.42,458.09,648.00,16,54,35,11,8,2020
59,34.00,27.26,47.61,959.39,458.35,647.00,16,55,36,11,8,2020
60,34.00,27.26,48.12,959.47,457.71,649.00,16,56,36,11,8,2020
61,34.00,27.27,48.07,959.49,457.50,647.00,16,57,36,11,8,2020
62,34.00,27.28,48.10,959.46,457.82,648.00,16,58,37,11,8,2020
63,34.00,27.29,48.00,959.51,457.20,647.00,16,59,37,11,8,2020
64,33.00,27.27,47.85,959.51,457.33,647.00,17,0,37,11,8,2020
65,33.00,27.28,47.79,959.57,456.80,647.00,17,1,37,11,8,2020
66,32.00,27.27,48.12,959.49,457.49,647.00,17,2,37,11,8,2020
67,32.00,27.27,47.93,959.57,456.79,649.00,17,3,37,11,8,2020
68,31.00,27.27,47.68,959.55,456.98,648.00,17,4,37,11,8,2020
69,30.00,27.27,47.81,959.52,457.26,647.00,17,5,37,11,8,2020
70,30.00,27.27,47.92,959.60,456.59,647.00,17,6,37,11,8,2020
71,30.00,27.27,47.83,959.42,458.13,648.00,17,7,38,11,8,2020
72,30.00,27.27,47.82,959.43,458.08,647.00,17,8,38,11,8,2020
73,29.00,27.26,47.97,959.52,457.32,647.00,17,9,39,11,8,2020
74,29.00,27.27,47.84,959.56,456.94,648.00,17,10,39,11,8,2020
75,28.00,27.26,47.74,959.47,457.68,648.00,17,11,39,11,8,2020
76,27.00,27.26,47.91,959.38,458.47,648.00,17,12,39,11,8,2020
77,27.00,27.27,47.29,959.49,457.50,648.00,17,13,40,11,8,2020
78,26.00,27.26,47.45,959.48,457.59,648.00,17,14,40,11,8,2020
79,26.00,27.26,47.84,959.49,457.51,647.00,17,15,40,11,8,2020
80,25.00,27.25,46.87,959.57,456.82,648.00,17,16,40,11,8,2020
81,25.00,27.24,47.30,959.56,456.93,648.00,17,17,41,11,8,2020
82,25.00,27.25,47.32,959.57,456.79,648.00,17,18,41,11,8,2020
83,25.00,27.23,47.04,959.52,457.24,647.00,17,19,41,11,8,2020
84,23.00,27.23,47.71,959.52,457.27,647.00,17,20,41,11,8,2020
85,23.00,27.23,47.56,959.56,456.88,648.00,17,21,41,11,8,2020
86,23.00,27.22,47.46,959.47,457.74,648.00,17,22,41,11,8,2020
87,23.00,27.24,47.09,959.54,457.08,648.00,17,23,42,11,8,2020
88,22.00,27.21,47.36,959.48,457.59,648.00,17,24,42,11,8,2020
89,23.00,27.20,46.51,959.52,457.26,648.00,17,25,42,11,8,2020
90,20.00,27.20,47.17,959.47,457.73,649.00,17,26,43,11,8,2020
91,23.00,27.19,46.81,959.46,457.81,648.00,17,27,43,11,8,2020
92,23.00,27.19,46.70,959.47,457.72,648.00,17,28,43,11,8,2020
93,24.00,27.19,46.86,959.49,457.49,648.00,17,29,44,11,8,2020
94,23.00,27.20,46.57,959.50,457.41,647.00,17,30,44,11,8,2020
95,23.00,27.19,46.57,959.49,457.52,647.00,17,31,44,11,8,2020
96,22.00,27.19,46.63,959.53,457.20,647.00,17,32,44,11,8,2020
97,21.00,27.19,46.64,959.53,457.20,648.00,17,33,44,11,8,2020
98,19.00,27.18,47.20,959.40,458.30,647.00,17,34,45,11,8,2020
99,20.00,27.19,47.21,959.49,457.49,648.00,17,35,45,11,8,2020
100,21.00,27.19,47.09,959.49,457.52,647.00,17,36,45,11,8,2020
101,22.00,27.19,46.54,959.49,457.52,648.00,17,37,45,11,8,2020
102,21.00,27.19,46.85,959.46,457.79,648.00,17,38,45,11,8,2020
103,18.00,27.18,46.61,959.51,457.39,648.00,17,39,45,11,8,2020
104,20.00,27.18,46.63,959.45,457.86,647.00,17,40,45,11,8,2020
105,20.00,27.19,46.02,959.47,457.72,648.00,17,41,45,11,8,2020
106,20.00,27.20,46.13,959.51,457.38,647.00,17,42,45,11,8,2020
107,81.00,27.20,46.91,959.46,457.82,648.00,17,43,46,11,8,2020
108,86.00,27.21,46.37,959.41,458.15,648.00,17,44,46,11,8,2020
109,85.00,27.22,46.67,959.37,458.57,648.00,17,45,46,11,8,2020
110,83.00,27.22,46.53,959.37,458.57,648.00,17,46,46,11,8,2020
111,82.00,27.23,46.64,959.30,459.14,647.00,17,47,46,11,8,2020
112,81.00,27.24,47.08,959.29,459.23,648.00,17,48,47,11,8,2020
113,80.00,27.25,47.10,959.39,458.41,649.00,17,49,47,11,8,2020
114,79.00,27.25,47.01,959.34,458.80,648.00,17,50,47,11,8,2020
115,78.00,27.25,47.52,959.28,459.36,649.00,17,51,48,11,8,2020
116,77.00,27.26,47.51,959.26,459.53,649.00,17,52,48,11,8,2020
117,77.00,27.26,47.44,959.31,459.10,649.00,17,53,48,11,8,2020
118,76.00,27.26,47.55,959.27,459.42,647.00,17,54,48,11,8,2020
119,75.00,27.26,47.49,959.28,459.34,648.00,17,55,48,11,8,2020
120,75.00,27.26,47.55,959.26,459.49,648.00,17,56,49,11,8,2020
